title,platform,genre,metascore,userscore,rating,developer
Farming Simulator 15,Xbox One,Simulation,54,7.2,E,Giants Software
Farming Simulator 17,Xbox One,Simulation,No score yet,tbd,,Giants Software
Fat City,Xbox One,Puzzle,No score yet,tbd,E10+,Heavy Iron Studios
Fenix Furia,Xbox One,Action,72,tbd,E,Green Lava Studios
Fermi's Path,Xbox One,Action,No score yet,tbd,E,GameArt Studio GmbH
Fibbage: The Hilarious Bluffing Party Game,Xbox One,Miscellaneous,No score yet,7.6,T,Jackbox Games
FIFA 14,Xbox One,Soccer,88,5.8,E,EA Canada
FIFA 15,Xbox One,Sports,82,5.4,E,EA Sports
FIFA 16,Xbox One,Sports,84,4.4,E,EA Sports
FIFA 17,Xbox One,Sports,85,5.6,E,EA Sports
Fighter Within,Xbox One,Sports,23,3.0,T,Ubisoft
Final Fantasy Type-0 HD,Xbox One,Role-Playing,72,5.8,M,HexaDrive
Final Fantasy XV,Xbox One,Role-Playing,No score yet,,T,Square Enix
Firewatch,Xbox One,Adventure,86,7.0,M,Campo Santo
Flockers,Xbox One,Puzzle,65,4.9,T,Team 17
For Honor,Xbox One,Action Adventure,No score yet,,,Ubisoft Montreal
FORCED,Xbox One,Role-Playing,54,tbd,T,BetaDwarf
Forestry 2017: The Simulation,Xbox One,Simulation,No score yet,tbd,,Joindots
Fortified,Xbox One,Action,69,6.7,T,Clapfoot Inc.
Forza Horizon 2,Xbox One,Driving,86,8.2,E10+,Playground Games
Forza Horizon 2 Presents Fast & Furious,Xbox One,Racing,61,8.1,E10+,Playground Games
Forza Horizon 2: Storm Island,Xbox One,Driving,82,7.4,E10+,Playground Games
Forza Horizon 3,Xbox One,Racing,91,8.3,E,Playground Games
Forza Motorsport 5,Xbox One,Racing,79,5.9,E,Turn 10
Forza Motorsport 6,Xbox One,Driving,87,7.9,E,Turn 10
Forza Motorsport 6 NASCAR Expansion,Xbox One,Racing,No score yet,5.5,,Turn 10
Fragments of Him,Xbox One,Adventure,71,tbd,M,Sassybot
FreezeME,Xbox One,Action,No score yet,tbd,,Rainy Night Creations
Frizzy,Xbox One,Action,No score yet,tbd,E,Team Frizz
Frozen Free Fall: Snowball Fight,Xbox One,Puzzle,No score yet,2.8,E,SuperVillain Studios
FRU,Xbox One,Miscellaneous,84,6.9,E,Through Games
Fruit Ninja Kinect 2,Xbox One,General,69,8.7,E,Halfbrick Studios
Full Mojo Rampage,Xbox One,Role-Playing,79,tbd,T,Over the Top Games
Funk of Titans,Xbox One,Action,43,4.2,T,A Crowd of Monsters
G Prime Into The Rain,Xbox One,Puzzle,No score yet,tbd,E,Soma Games
Game of Thrones: A Telltale Games Series,Xbox One,Action,No score yet,7.3,M,Telltale Games
Game of Thrones: Episode Five - A Nest of Vipers,Xbox One,Action,72,6.9,M,Telltale Games
Game of Thrones: Episode Four - Sons of Winter,Xbox One,Action,80,7.1,M,Telltale Games
Game of Thrones: Episode One - Iron From Ice,Xbox One,Action,80,8.0,M,Telltale Games
Game of Thrones: Episode Six - The Ice Dragon,Xbox One,Action,80,8.0,M,Telltale Games
Game of Thrones: Episode Three - The Sword in the Darkness,Xbox One,Action,80,7.8,M,Telltale Games
Game of Thrones: Episode Two - The Lost Lords,Xbox One,Action,76,7.7,M,Telltale Games
Gas Guzzlers Extreme,Xbox One,Simulation,No score yet,,,Iceberg Interactive
Gear Gauntlet,Xbox One,Action,69,6.8,E,Drop Dead Interactive
Gears of War 4,Xbox One,Sci-Fi,85,6.6,M,The Coalition
Gears of War: Ultimate Edition,Xbox One,Action,82,7.5,M,Splash Damage
Gemini: Heroes Reborn,Xbox One,Action Adventure,63,6.2,T,Phosphor Games
Gems of War,Xbox One,Puzzle,No score yet,4.8,T,Pipeworks Software
Geometry Wars 3: Dimensions,Xbox One,Action,82,7.7,E,Lucid Games
Geometry Wars 3: Dimensions Evolved,Xbox One,Action,No score yet,tbd,E,Lucid Games
Ghostbusters,Xbox One,Action,32,0.3,E10+,Activision
Giana Sisters: Dream Runners,Xbox One,Action,32,4.7,E,Black Forest Games
Giana Sisters: Twisted Dreams - Director's Cut,Xbox One,Action,No score yet,7.9,E,Black Forest Games
Ginger: Beyond the Crystal,Xbox One,Action,No score yet,tbd,E,Badland Games
Goat Simulator,Xbox One,Simulation,53,6.3,T,Coffee Stain Studios
Goat Simulator: Mmore Goatz Edition,Xbox One,Simulation,62,tbd,T,Coffee Stain Studios
Goat Simulator: The Bundle,Xbox One,Simulation,No score yet,tbd,,Coffee Stain Studios
Gone Home: Console Edition,Xbox One,Adventure,No score yet,4.0,M,The Fullbright Company
Goosebumps: The Game,Xbox One,Adventure,No score yet,tbd,E10+,WayForward
Grand Theft Auto Online,Xbox One,Action Adventure,No score yet,6.4,,Rockstar North
Grand Theft Auto V,Xbox One,Action Adventure,97,7.9,M,Rockstar North
Grim Legends: The Forsaken Bride,Xbox One,Puzzle,74,tbd,T,Artifex Mundi
Grow Up,Xbox One,Action Adventure,74,7.8,E,Ubisoft Reflections
Gryphon Knight Epic,Xbox One,Action,61,tbd,E10+,Cyber Rhino Studios
Guacamelee! Super Turbo Championship Edition,Xbox One,Action,88,7.0,E10+,DrinkBox Studios
Guitar Hero Live,Xbox One,Action,81,5.1,T,FreeStyleGames
Guns Gore & Cannoli,Xbox One,Action,69,7.8,T
Gunscape,Xbox One,Action,60,tbd,T,Blowfish Studios
GunWorld 2,Xbox One,Action,59,4.5,E10+,M07 Games
GunWorld: Xbox One Edition,Xbox One,Action,No score yet,tbd,E10+,M07 Games
Hack Slash & Backstab,Xbox One,Role-Playing,No score yet,tbd,E
Halo 5: Guardians,Xbox One,Action,84,6.5,T,343 Industries
Halo Wars 2,Xbox One,Strategy,No score yet,,,Creative Assembly
Halo: Spartan Assault,Xbox One,Action,53,4.4,T,Vanguard
Just Cause 3: XL Edition,Xbox One,Action Adventure,No score yet,tbd,M,
Just Dance 2014,Xbox One,Rhythm Games,71,7.0,E10+,Ubisoft
Just Dance 2015,Xbox One,Action,70,7.5,E10+,Ubisoft
Just Dance 2016,Xbox One,Action,66,6.1,E10+,Ubisoft
Just Dance 2017,Xbox One,Action,No score yet,tbd,E10+,Ubisoft Paris
Just Dance: Disney Party 2,Xbox One,Action,No score yet,tbd,E,Ubisoft
Just Sing,Xbox One,Action,No score yet,tbd,E10+,Ubisoft
Kaiju Panic,Xbox One,Strategy,64,tbd,E10+,Mechabit Ltd
Kalimba,Xbox One,Action,81,7.5,E,Press Play
Kerbal Space Program,Xbox One,Simulation,74,7.5,E,SQUADTeam
Kick & Fennick,Xbox One,Action,61,tbd,E10+,Jaywalkers Interactive
KickBeat: Special Edition,Xbox One,Action,No score yet,tbd,T,Zen Studios
Killer Instinct,Xbox One,Action,73,6.2,T,Double Helix Games
Killer Instinct 2 Classic,Xbox One,Action,No score yet,7.1,M,Code Mystics Inc.
Killer Instinct Season 2,Xbox One,Action,85,7.3,T,Iron Galaxy Studios
Killer Instinct Season 3,Xbox One,Action,86,6.6,,Iron Galaxy Studios
Killer Instinct: Complete Collection,Xbox One,Action,No score yet,7.4,,Iron Galaxy Studios
Killer Instinct: Definitive Edition,Xbox One,Action,No score yet,6.3,M,Microsoft Game Studios
Kinect Bundle: Beats & Squids,Xbox One,Action,No score yet,tbd,,Virtual Air Guitar Company
Kinect Sports Rivals,Xbox One,Other Sports Games,60,5.1,E10+,Microsoft Game Studios
King Oddball,Xbox One,Puzzle,66,tbd,E10+,10tons Ltd
King's Quest Chapter 1: A Knight to Remember,Xbox One,Adventure,80,7.6,E10+,The Odd Gentlemen
King's Quest Chapter 2: Rubble Without a Cause,Xbox One,Adventure,71,5.7,E10+,The Odd Gentlemen
King's Quest Chapter 3: Once Upon a Climb,Xbox One,Adventure,80,5.2,,The Odd Gentlemen
King's Quest Chapter 4: Snow Place Like Home,Xbox One,Adventure,No score yet,tbd,,The Odd Gentlemen
King's Quest Chapter 5: The Good Knight,Xbox One,Adventure,No score yet,tbd,E10+,The Odd Gentlemen
King's Quest: The Complete Collection,Xbox One,Adventure,No score yet,tbd,E10+,The Odd Gentlemen
Kingdom: New Lands,Xbox One,Strategy,87,6.4,E10+,Noio
Knight Squad,Xbox One,Action,71,6.8,T,Chainsawesome Games
Kombat Pack 1,Xbox One,Action,No score yet,tbd,,NetherRealm Studios
Kombat Pack 2,Xbox One,Action,No score yet,tbd,,NetherRealm Studios
Krinkle Krusher,Xbox One,Action,No score yet,tbd,E10+,Ilusis Interactive Graphics
Kung Fu Panda: Showdown of Legendary Legends,Xbox One,Action,68,5.4,E10+,Vicious Cycle
Kung-Fu for Kinect,Xbox One,Miscellaneous,60,7.5,E10+,Virtual Air Guitar Company
KYUB,Xbox One,Puzzle,No score yet,tbd,E,Ninja Egg
Kyurinaga's Revenge,Xbox One,Action,No score yet,tbd,E10+,Recotechnology S.L.
LA Cops,Xbox One,Action,49,6.4,M,Modern Dream
Land It!,Xbox One,Simulation,65,tbd,,Nemesys
Lara Croft and the Temple of Osiris,Xbox One,Action,72,5.9,T,Crystal Dynamics
Laserlife,Xbox One,Action,64,tbd,E,Choice Provisions
LASTFIGHT,Xbox One,Action,No score yet,tbd,T,Piranaking
Layers of Fear,Xbox One,Adventure,78,8.3,M,Bloober Team
Layers of Fear: Inheritance,Xbox One,Adventure,72,7.8,M,Bloober Team
Layers of Fear: Masterpiece Edition,Xbox One,Adventure,No score yet,9.4,M,Bloober Team
LEGO Batman 3: Beyond Gotham,Xbox One,Action Adventure,74,7.1,E10+,TT Games
LEGO Dimensions,Xbox One,Action Adventure,80,6.9,E10+,Traveller's Tales
LEGO Jurassic World,Xbox One,Action Adventure,70,6.7,E10+,TT Games
LEGO Marvel Super Heroes,Xbox One,Action Adventure,No score yet,6.8,E10+,TT Games
LEGO Marvel's Avengers,Xbox One,Action Adventure,71,4.9,E10+,TT Games
LEGO Star Wars: The Force Awakens,Xbox One,Action Adventure,76,6.7,E10+,TT Games
LEGO Star Wars: The Force Awakens - Jabba's Palace Character Pack,Xbox One,Action Adventure,No score yet,tbd,E10+,TT Games
LEGO Star Wars: The Force Awakens - The Empire Strikes Back Character Pack,Xbox One,Action Adventure,No score yet,tbd,E10+,TT Games
LEGO Star Wars: The Force Awakens - The Freemaker Adventures Character Pack,Xbox One,Action Adventure,No score yet,tbd,E10+,TT Games
LEGO Star Wars: The Force Awakens - The Prequel Trilogy Character Pack,Xbox One,Action Adventure,No score yet,tbd,E10+,TT Games
LEGO The Hobbit,Xbox One,Historic,69,6.8,E10+,TT Games
Leo's Fortune,Xbox One,Action,72,6.4,,1337 & Senri LLC
Letter Quest: Grimm's Journey Remastered,Xbox One,Puzzle,77,6.8,E,Bacon Bandit Games
LEVEL 22 Gary's Misadventures,Xbox One,Action,68,8.1,E10+
Lichdom: Battlemage,Xbox One,Role-Playing,No score yet,2.2,M,Xaviant Games
Lies Of Astaroth,Xbox One,Miscellaneous,No score yet,8.0,T,iFree Studio
Life is Strange,Xbox One,Sci-Fi,85,8.6,M,DONTNOD Entertainment
Life is Strange: Episode 1 - Chrysalis,Xbox One,Action Adventure,77,8.4,M,DONTNOD Entertainment
Life is Strange: Episode 2 - Out of Time,Xbox One,Action Adventure,73,8.8,M,DONTNOD Entertainment
Life is Strange: Episode 3 - Chaos Theory,Xbox One,Action Adventure,80,8.6,M,DONTNOD Entertainment
Life is Strange: Episode 4 - Dark Room,Xbox One,Action Adventure,74,8.7,M,DONTNOD Entertainment
Life is Strange: Episode 5 - Polarized,Xbox One,Action Adventure,80,8.5,M,DONTNOD Entertainment
Lifeless Planet: Premier Edition,Xbox One,Action Adventure,57,7.6,T,Stage 2 Studios
LIMBO,Xbox One,Action,85,8.1,T,PLAYDEAD
Line Of Defense Tactics,Xbox One,Strategy,No score yet,tbd,T,3000AD
LocoCycle,Xbox One,Driving,48,3.9,T,Twisted Pixel Games
Lords of the Fallen,Xbox One,Role-Playing,71,6.7,M,City Interactive
Lords of the Fallen - Ancient Labyrinth,Xbox One,Role-Playing,No score yet,tbd,,City Interactive
Lords of the Fallen: Complete Edition,Xbox One,Role-Playing,No score yet,6.2,,Deck 13
Lost Sea,Xbox One,Strategy,59,7.3,E10+,EastAsiaSoft
Lovely Planet,Xbox One,Action,65,6.0,,QUICKTEQUILA
Lovers in a Dangerous Spacetime,Xbox One,Platformer,82,7.6,E10+,Asteroid Base
Lumo,Xbox One,Action,73,tbd,E10+,Triple Eh? Ltd
Mad Max,Xbox One,Action,72,7.7,M,Avalanche Studios
Madden NFL 15,Xbox One,Sports,80,6.4,E,EA Sports
Madden NFL 16,Xbox One,Sports,84,6.1,E,EA Sports
Madden NFL 17,Xbox One,Sports,83,5.8,E,EA Sports
Madden NFL 25,Xbox One,Sports,73,5.9,E,EA Sports
Mafia III,Xbox One,Action Adventure,67,4.7,M,Hangar 13
Magic Duels: Origins,Xbox One,Strategy,No score yet,5.2,T,Stainless Games
Magic: Duels of the Planeswalkers 2015,Xbox One,Strategy,59,5.3,T,Wizards of the Coast
Magnetic: Cage Closed,Xbox One,Adventure,55,tbd,T,Guru Games
MagNets: Fully Charged,Xbox One,Action,49,4.1,E10+,Total Monkery
Mahjong,Xbox One,Miscellaneous,No score yet,tbd,E,Bigben Interactive
Maldita Castilla EX: Cursed Castilla,Xbox One,Action,81,7.4,T,Locomalito
Mantis Burn Racing,Xbox One,Racing,78,8.9,,VooFoo Studios
Manual Samuel,Xbox One,Role-Playing,69,tbd,T,Perfectly Paranormal
Mark McMorris Infinite Air,Xbox One,Sports,No score yet,7.4,T,HB Studios Multimedia
Marvel Pinball - Epic Collection: Volume 1,Xbox One,Action,No score yet,,E10+,Nighthawk Interactive
Marvel Puzzle Quest: Dark Reign,Xbox One,Puzzle,No score yet,tbd,T,WayForward
Marvel: Ultimate Alliance,Xbox One,Role-Playing,No score yet,5.6,T,Raven Software
Marvel: Ultimate Alliance 2,Xbox One,Role-Playing,No score yet,8.7,T,Vicarious Visions
Marvel: Ultimate Alliance Bundle,Xbox One,Miscellaneous,No score yet,tbd,,Raven Software
Masquerade: The Baubles of Doom,Xbox One,Action,No score yet,8.4,T,Big Ant Studios
Massive Chalice,Xbox One,Strategy,72,6.7,T,Double Fine Productions
Max: The Curse of Brotherhood,Xbox One,Action Adventure,72,7.3,E10+,Press Play
McDROID,Xbox One,Strategy,63,tbd,E,Elefantopia LLC
Mega Coin Squad,Xbox One,Action,74,6.4,T,Big Pixel Studios
Mega Man Legacy Collection,Xbox One,Miscellaneous,80,7.1,E,Digital Eclipse
Metal Gear Solid V: Ground Zeroes,Xbox One,Action Adventure,76,5.4,M,Kojima Productions
Metal Gear Solid V: Metal Gear Online,Xbox One,Action Adventure,No score yet,8.5,,Kojima Productions
Metal Gear Solid V: The Definitive Experience,Xbox One,Miscellaneous,No score yet,tbd,M,Kojima Productions
Metal Gear Solid V: The Phantom Pain,Xbox One,Action Adventure,95,7.3,M,Kojima Productions
Metro Redux,Xbox One,Action,84,8.2,M,4A Games
Metro: 2033 Redux,Xbox One,Action,No score yet,7.9,M,4A Games
Metro: Last Light Redux,Xbox One,Action,No score yet,7.5,M,4A Games
Middle-earth: Shadow of Mordor,Xbox One,Action Adventure,87,8.0,M,Monolith Productions
Middle-earth: Shadow of Mordor - Game of the Year Edition,Xbox One,Action Adventure,No score yet,7.2,M,Monolith Productions
Middle-earth: Shadow of Mordor - Lord of the Hunt,Xbox One,Action Adventure,No score yet,6.0,M,Monolith Productions
Middle-earth: Shadow of Mordor - The Bright Lord,Xbox One,Action Adventure,61,7.1,M,Monolith Productions
Mighty No. 9,Xbox One,Action,55,4.2,E10+,Inti Creates
Mimic Arena,Xbox One,Action,No score yet,tbd,E10+,Tiny Horse Games
Minecraft: Story Mode - A Telltale Games Series,Xbox One,Fantasy,No score yet,5.1,E10+,Telltale Games
Minecraft: Story Mode - A Telltale Games Series - Adventure Pass,Xbox One,Adventure,No score yet,tbd,E10+,Telltale Games
Minecraft: Story Mode - A Telltale Games Series - Season Pass,Xbox One,Action Adventure,No score yet,tbd,E10+,Telltale Games
Minecraft: Story Mode - A Telltale Games Series - The Complete Adventure,Xbox One,Adventure,No score yet,tbd,,Telltale Games
Minecraft: Story Mode - Episode 1: The Order of the Stone,Xbox One,Action Adventure,77,4.1,E10+,Telltale Games
Minecraft: Story Mode - Episode 2: Assembly Required,Xbox One,Action Adventure,61,3.7,E10+,Telltale Games
Minecraft: Story Mode - Episode 3: The Last Place You Look,Xbox One,Action Adventure,75,5.6,E10+,Telltale Games
Minecraft: Story Mode - Episode 4: A Block and a Hard Place,Xbox One,Action Adventure,71,5.1,E10+,Telltale Games
Minecraft: Story Mode - Episode 5: Order Up!,Xbox One,Action Adventure,69,5.2,E10+,Telltale Games
Minecraft: Story Mode - Episode 6: A Portal to Mystery,Xbox One,Action Adventure,71,6.2,E10+,Telltale Games
Minecraft: Story Mode - Episode 7: Access Denied,Xbox One,Action Adventure,71,tbd,E10+,Telltale Games
Minecraft: Story Mode - Episode 8: A Journey's End?,Xbox One,Action Adventure,No score yet,tbd,E10+,Telltale Games
Minecraft: Xbox One Edition,Xbox One,Action Adventure,88,6.8,E10+,4J Studios
Mirror's Edge Catalyst,Xbox One,Action,72,4.4,T,EA DICE
Mitsurugi Kamui Hikae,Xbox One,Action,No score yet,8.3,T,Zenith Blue
Momentum,Xbox One,Puzzle,No score yet,tbd,E,Projectile Entertainment
Monkey King Saga,Xbox One,Strategy,No score yet,tbd,E10+,T-Rex Games
Monkey Pirates,Xbox One,Action,No score yet,tbd,E,Henchmen Studio
Monochroma,Xbox One,Action,66,tbd,T,Nowhere Studios
Monopoly Deal,Xbox One,Miscellaneous,No score yet,tbd,E,Asobo Studio
Monopoly Plus,Xbox One,Miscellaneous,No score yet,6.6,E,Asobo Studio
Monopoly: Family Fun Pack,Xbox One,Miscellaneous,No score yet,6.7,E,Ubisoft
Monster Jam: Crush It,Xbox One,Action,No score yet,tbd,E,Maximum Games
Mordheim: City of the Damned,Xbox One,Strategy,No score yet,tbd,M,Focus Home Interactive
Mortal Kombat X,Xbox One,Action,86,7.3,M,Warner Bros. Interactive Entertainment
Mortal Kombat XL,Xbox One,Action,No score yet,6.4,M,NetherRealm Studios
Mount & Blade: Warband,Xbox One,Role-Playing,57,8.6,T,Taleworlds
Murdered: Soul Suspect,Xbox One,Action,51,7.0,M,Airtight Games
MX vs ATV Reflex,Xbox One,Racing,No score yet,tbd,,Rainbow
MX vs. ATV Supercross Encore,Xbox One,Racing,45,tbd,,Rainbow Studios
MXGP2: The Official Motocross Videogame,Xbox One,Racing,59,7.2,E,Milestone S.r.l
Mystery Castle,Xbox One,Puzzle,73,tbd,E,Runestone Games Limited
N.E.R.O.: Nothing Ever Remains Obscure,Xbox One,Miscellaneous,64,7.9,E,Storm in a Teacup
Naruto Shippuden: Ultimate Ninja Storm 4,Xbox One,Action,81,8.4,T,CyberConnect2
NASCAR Heat Evolution,Xbox One,Racing,No score yet,1.6,E,Dusenberry Martin Racing
NBA 2K14,Xbox One,Basketball,86,5.7,E,Visual Concepts
NBA 2K15,Xbox One,Sports,82,6.3,E,Visual Concepts
NBA 2K16,Xbox One,Action,86,6.2,E10+,Visual Concepts
NBA 2K17,Xbox One,Sports,92,6.9,E,Visual Concepts
NBA 2K17: The Prelude,Xbox One,Sports,No score yet,tbd,,2K Games
NBA Live 14,Xbox One,Basketball,36,3.1,E,EA Sports
NBA Live 15,Xbox One,Sports,53,6.8,E,EA Sports
NBA Live 16,Xbox One,Sports,60,5.6,E,EA Sports
Necropolis,Xbox One,Action Adventure,64,tbd,,Harebrained Schemes LLC
Need for Speed,Xbox One,Racing,65,7.8,T,Ghost Games
Need for Speed: Rivals,Xbox One,Driving,75,5.8,E10+,Ghost Games
Need for Speed: Rivals - Complete Edition,Xbox One,Driving,No score yet,tbd,E10+,Ghost Games
Neon Chrome,Xbox One,Action,72,tbd,T,10tons Entertainment
Never Alone,Xbox One,Action,66,7.0,E10+,Upper One Games
Never Alone: Arctic Collection,Xbox One,Action,No score yet,tbd,T,Upper One Games
Never Alone: Foxtales,Xbox One,Action,No score yet,tbd,E10+,Upper One Games
Neverwinter,Xbox One,Role-Playing,66,4.9,T,Cryptic Studios
Neverwinter: Underdark,Xbox One,Role-Playing,No score yet,tbd,,Cryptic Studios
NHL 15,Xbox One,Sports,59,3.2,E10+,EA Sports
NHL 16,Xbox One,Sports,80,6.0,E10+,EA Sports
NHL 17,Xbox One,Sports,77,4.1,E10+,EA Canada
Nightmares from the Deep 2: The Siren's Call,Xbox One,General,69,tbd,E10+,Artifex Mundi
Nightmares from the Deep: The Cursed Heart,Xbox One,Puzzle,No score yet,tbd,T,Artifex Mundi
Ninja Pizza Girl,Xbox One,Action,63,tbd,E10+,Disparity Games
No Time to Explain,Xbox One,Action,52,5.2,T,tiny Build GAMES
Not A Hero: Super Snazzy Edition,Xbox One,Action,75,tbd,M,roll7
NOVA-111,Xbox One,Strategy,No score yet,tbd,E,Funktronic Labs
Nutjitsu,Xbox One,Action,50,4.4,E,NinjaBee
Obliteracers,Xbox One,Racing,No score yet,tbd,,Space Dust Studios
Oceanhorn: Monster of Uncharted Seas,Xbox One,Action Adventure,72,8.2,E10+,Cornfox & Bros.
Octodad: Dadliest Catch,Xbox One,Adventure,No score yet,7.8,E10+,Young Horses
Oddworld: Abe's Oddysee - New 'n' Tasty,Xbox One,Action,86,8.4,T,Just Add Water
Oddworld: Abe's Oddysee - New 'n' Tasty: Alf's Escape,Xbox One,Action,No score yet,tbd,T,Just Add Water
Oddworld: Abe's Oddysee - New 'n' Tasty: Deluxe Edition,Xbox One,Action,No score yet,tbd,,Just Add Water
OlliOlli,Xbox One,Sports,78,6.8,E,Tom Hegarty
OlliOlli2: XL Edition,Xbox One,Sports,83,6.0,T,roll7
One Hundred Ways,Xbox One,General,No score yet,tbd,E,Sunlight Games
One Piece: Burning Blood,Xbox One,Action,60,6.4,T,Spike Chunsoft
One Piece: Burning Blood - Gold Edition,Xbox One,Action,No score yet,tbd,T,
One Piece: Burning Blood - Luffy Pack,Xbox One,Action,No score yet,tbd,T,Spike Chunsoft
One Piece: Burning Blood - Playable Character Pack,Xbox One,Action,No score yet,tbd,T,Spike Chunsoft
One Piece: Burning Blood - Wanted Pack,Xbox One,Action,No score yet,tbd,T,Spike Chunsoft
One Piece: Burning Blood - Wanted Pack 2,Xbox One,Action,No score yet,tbd,T,Spike Chunsoft
Onigiri,Xbox One,Role-Playing,No score yet,8.5,,Cyberstep
ORBIT,Xbox One,Action,No score yet,tbd,E,4Bit Games
Organic Panic,Xbox One,Puzzle,66,tbd,,Last Limb Games
Ori and the Blind Forest,Xbox One,Action,88,8.5,E,Moon Studios
Ori and the Blind Forest: Definitive Edition,Xbox One,Action,88,7.3,E,Moon Studios
Outlast,Xbox One,Action Adventure,80,7.9,M,Red Barrels
Overcooked,Xbox One,Action,78,5.8,E,Ghost Town Games Ltd.
Overlord: Fellowship of Evil,Xbox One,Role-Playing,36,3.6,T,Codemasters
Overruled!,Xbox One,Action,No score yet,tbd,T,Dlala Studios
Overwatch,Xbox One,Action,91,5.6,T,Blizzard Entertainment
Oxenfree,Xbox One,Action Adventure,78,7.0,,Night School Studio
Pac-Man 256,Xbox One,Action,80,6.3,E,HIPSTER WHALE
Pac-Man Championship Edition 2,Xbox One,Action,76,8.4,E,Bandai Namco Games
Pac-Man Championship Edition 2 + Arcade Game Series,Xbox One,Miscellaneous,No score yet,,E,Bandai Namco Games
